SOURCE_INSTANCE	SOURCE_KEY1	SOURCE_KEY2	SOURCE_KEY3	LACTA_CATEGORY_CODE	UPDATED_ON	UPDATED_BY
NA_LW_V5	SORR-QA-5	SORR-6	SORR-6	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-5	SORR-6	SORR-7	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-5	SORR-6	SORR-9	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-1	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-10	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-11	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-12	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-13	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-2	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-3	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-4	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-6	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-7	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-10	SORR-8	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-11	SORR-1	P	2015/10/09 10:03:07.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-11	SORR-2	P	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-11	SORR-3	P	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-11	SORR-4	P	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-11	SORR-8	P	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-11	SORR-9	P	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-12	SORR-11	E	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-12	SORR-2	E	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-12	SORR-3	E	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-12	SORR-5A	E	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-12	SORR-6	E	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-12	SORR-7	I	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-12	SORR-9	E	2015/10/09 10:03:08.000000000	F_EMMPER
NA_LW_V5	SORR-QA-6	SOR-12	SWABB	E	2015/10/09 10:03:08.000000000	F_EMMPER
